nSim	inference	data	correct_inference	combination	param	median	q97_5	q2_5
148	heterogeneous	heterogeneous	correct	flu	rSC	1.75637035790096	2.05485681323325	1.49507469540403
149	heterogeneous	heterogeneous	correct	flu	alpha	0.0001370975	0.000559199125	7.8487725e-06
149	heterogeneous	heterogeneous	correct	flu	beta	0.473148237374198	0.536422435441793	0.416876317128442
149	heterogeneous	heterogeneous	correct	flu	pInf	0.376962293112815	0.415163192024667	0.340897552845185
149	heterogeneous	heterogeneous	correct	flu	rInfSC	1.19754957413412	1.43092219041092	0.999191906377151
149	heterogeneous	heterogeneous	correct	flu	rSC	1.75752330116627	2.04694306168496	1.50484125821905
15	heterogeneous	heterogeneous	correct	flu	alpha	9.647585e-05	0.000449918125	3.9955225e-06
15	heterogeneous	heterogeneous	correct	flu	beta	0.568074778175891	0.644561087519428	0.502481418333821
15	heterogeneous	heterogeneous	correct	flu	pInf	0.433384750513316	0.475107125718181	0.394972519503127
15	heterogeneous	heterogeneous	correct	flu	rInfSC	0.928509417586878	1.11096710590583	0.769634228430772
15	heterogeneous	heterogeneous	correct	flu	rSC	1.63582589651803	1.90197461485476	1.39055292331586
150	heterogeneous	heterogeneous	correct	flu	alpha	0.0001702965	0.000639120875	6.898235e-06
150	heterogeneous	heterogeneous	correct	flu	beta	0.475411245217873	0.539699754000136	0.416991749375782
150	heterogeneous	heterogeneous	correct	flu	pInf	0.378370638210003	0.417076749801004	0.340973524231405
150	heterogeneous	heterogeneous	correct	flu	rInfSC	1.06475751758341	1.28164347608646	0.886652674964849
150	heterogeneous	heterogeneous	correct	flu	rSC	1.768288751289	2.0674564547974	1.49998970862638
151	heterogeneous	heterogeneous	correct	flu	alpha	0.000568874	0.0012838275	9.33133125e-05
151	heterogeneous	heterogeneous	correct	flu	beta	0.458519325874565	0.52285724761969	0.401205866567423
151	heterogeneous	heterogeneous	correct	flu	pInf	0.367780936645277	0.407175702485463	0.330487783129021
151	heterogeneous	heterogeneous	correct	flu	rInfSC	0.99737690510604	1.19997803980301	0.824323360114085
151	heterogeneous	heterogeneous	correct	flu	rSC	1.97706408030986	2.29620937132237	1.68068217964672
152	heterogeneous	heterogeneous	correct	flu	alpha	0.0004275435	0.00100540625	8.38971625e-05
152	heterogeneous	heterogeneous	correct	flu	beta	0.539327967332411	0.608022339929515	0.476773119561424
152	heterogeneous	heterogeneous	correct	flu	pInf	0.416859990136103	0.455573502769317	0.379216641426602
152	heterogeneous	heterogeneous	correct	flu	rInfSC	1.00714113445756	1.20261598972997	0.83041909974519
152	heterogeneous	heterogeneous	correct	flu	rSC	1.62532648752687	1.89676877064295	1.40231554151284
153	heterogeneous	heterogeneous	correct	flu	alpha	0.0002751575	0.000844593375	1.58714375e-05
153	heterogeneous	heterogeneous	correct	flu	beta	0.482029865726188	0.546286553355853	0.421080377277492
153	heterogeneous	heterogeneous	correct	flu	pInf	0.382471380340498	0.420903734357249	0.343662655308773
153	heterogeneous	heterogeneous	correct	flu	rInfSC	1.10268597771405	1.30982301192289	0.930359607583259
153	heterogeneous	heterogeneous	correct	flu	rSC	1.89807003668475	2.22304247965606	1.62003565135655
154	heterogeneous	heterogeneous	correct	flu	alpha	0.000438178	0.0010656025	5.67684e-05
154	heterogeneous	heterogeneous	correct	flu	beta	0.509134615298274	0.578092086710186	0.44825841457205
154	heterogeneous	heterogeneous	correct	flu	pInf	0.398984536535814	0.439032372939059	0.361260396885391
154	heterogeneous	heterogeneous	correct	flu	rInfSC	1.13195544195111	1.34315789504414	0.942857057502047
154	heterogeneous	heterogeneous	correct	flu	rSC	1.70439632011008	1.97384706045311	1.45504465048518
155	heterogeneous	heterogeneous	correct	flu	alpha	0.0003763175	0.000942602	3.85128125e-05
155	heterogeneous	heterogeneous	correct	flu	beta	0.515972034974693	0.584349850989328	0.456342944780854
155	heterogeneous	heterogeneous	correct	flu	pInf	0.403079914671417	0.442531808085886	0.3664034881935
155	heterogeneous	heterogeneous	correct	flu	rInfSC	0.977426381872281	1.18017526073062	0.803542125283249
155	heterogeneous	heterogeneous	correct	flu	rSC	1.67746112914999	1.97391279837857	1.42561489627295
156	heterogeneous	heterogeneous	correct	flu	alpha	0.0003032085	0.000852632375	2.01718625e-05
156	heterogeneous	heterogeneous	correct	flu	beta	0.473402144006058	0.535419202613052	0.416486602064267
156	heterogeneous	heterogeneous	correct	flu	pInf	0.377120466423024	0.414576171769864	0.340640651476352
156	heterogeneous	heterogeneous	correct	flu	rInfSC	1.14253658172376	1.36596701097856	0.965361121880582
156	heterogeneous	heterogeneous	correct	flu	rSC	1.91999017146224	2.22084419160758	1.6415102151241
157	heterogeneous	heterogeneous	correct	flu	alpha	0.0002482485	0.0007410025	1.73284125e-05
157	heterogeneous	heterogeneous	correct	flu	beta	0.495765778402011	0.559765674224042	0.436261841270929
157	heterogeneous	heterogeneous	correct	flu	pInf	0.390895710220973	0.428657061001765	0.353551534662796
157	heterogeneous	heterogeneous	correct	flu	rInfSC	1.0020597338736	1.19261309996665	0.832323275454425
157	heterogeneous	heterogeneous	correct	flu	rSC	1.87610045351328	2.175273958213	1.6119750404298
158	heterogeneous	heterogeneous	correct	flu	alpha	0.0001428675	0.00063442725	5.395805e-06
158	heterogeneous	heterogeneous	correct	flu	beta	0.485538561500263	0.552012146662143	0.428138525915944
158	heterogeneous	heterogeneous	correct	flu	pInf	0.384634304428475	0.424209851054793	0.348278856163589
158	heterogeneous	heterogeneous	correct	flu	rInfSC	1.1090999459768	1.31967830123967	0.941459001389545
158	heterogeneous	heterogeneous	correct	flu	rSC	1.90332988406392	2.24065546093039	1.64692332996311
159	heterogeneous	heterogeneous	correct	flu	alpha	0.000383249	0.000991579875	3.79621625e-05
159	heterogeneous	heterogeneous	correct	flu	beta	0.467326074229661	0.532750096154617	0.409374024623185
159	heterogeneous	heterogeneous	correct	flu	pInf	0.373324285705143	0.413011504484325	0.33593418296807
159	heterogeneous	heterogeneous	correct	flu	rInfSC	1.13028322891805	1.35688847940207	0.948636106453155
159	heterogeneous	heterogeneous	correct	flu	rSC	1.93105552482285	2.25803788340523	1.66065113378857
16	heterogeneous	heterogeneous	correct	flu	alpha	0.000100525	0.000483385625	3.35763375e-06
16	heterogeneous	heterogeneous	correct	flu	beta	0.448560243067163	0.512594370589534	0.393497730660615
16	heterogeneous	heterogeneous	correct	flu	pInf	0.361453157631872	0.401060307690888	0.325307137319327
16	heterogeneous	heterogeneous	correct	flu	rInfSC	0.932579187650546	1.13096374489294	0.773390095413941
16	heterogeneous	heterogeneous	correct	flu	rSC	2.23330442334115	2.62232356705246	1.91082328979836
160	heterogeneous	heterogeneous	correct	flu	alpha	0.00020292	0.000691660125	1.03185375e-05
160	heterogeneous	heterogeneous	correct	flu	beta	0.455278758702292	0.515817843954812	0.396591507022695
160	heterogeneous	heterogeneous	correct	flu	pInf	0.365728865288134	0.402987854890306	0.327391272817507
160	heterogeneous	heterogeneous	correct	flu	rInfSC	1.04588561675414	1.25170621780745	0.872279872650546
160	heterogeneous	heterogeneous	correct	flu	rSC	2.00553326638049	2.3545326437609	1.71922335728823
161	heterogeneous	heterogeneous	correct	flu	alpha	0.000126985	0.00051782	6.03024375e-06
161	heterogeneous	heterogeneous	correct	flu	beta	0.47958516996445	0.543243712605069	0.422068388082272
161	heterogeneous	heterogeneous	correct	flu	pInf	0.380959864482465	0.41913894985041	0.344310803320953
161	heterogeneous	heterogeneous	correct	flu	rInfSC	1.00533330081075	1.21511856137173	0.8166175036753
161	heterogeneous	heterogeneous	correct	flu	rSC	2.0121149506951	2.34149074043074	1.72225336766903
162	heterogeneous	heterogeneous	correct	flu	alpha	0.000230896	0.000759603375	1.2737025e-05
162	heterogeneous	heterogeneous	correct	flu	beta	0.481479178570354	0.547871506786277	0.42363078280699
162	heterogeneous	heterogeneous	correct	flu	pInf	0.382131222720588	0.421820837994217	0.345334414545887
162	heterogeneous	heterogeneous	correct	flu	rInfSC	1.09793469478193	1.31412002355373	0.904344816846658
162	heterogeneous	heterogeneous	correct	flu	rSC	1.74413996045477	2.03060941874783	1.49409195287096
163	heterogeneous	heterogeneous	correct	flu	alpha	0.0001889545	0.000646380125	1.10159e-05
163	heterogeneous	heterogeneous	correct	flu	beta	0.465695440387904	0.529814237114408	0.406643418668343
163	heterogeneous	heterogeneous	correct	flu	pInf	0.37230157345016	0.411285648434836	0.334118409194556
163	heterogeneous	heterogeneous	correct	flu	rInfSC	0.985076110893365	1.1914861232988	0.823265507857181
163	heterogeneous	heterogeneous	correct	flu	rSC	2.20324494261162	2.55630910895797	1.87836559702027
164	heterogeneous	heterogeneous	correct	flu	alpha	0.000530016	0.00117704125	7.831545e-05
164	heterogeneous	heterogeneous	correct	flu	beta	0.367251062652188	0.424051077890166	0.312994863646286
164	heterogeneous	heterogeneous	correct	flu	pInf	0.307364271543641	0.345609531188346	0.268746288873573
164	heterogeneous	heterogeneous	correct	flu	rInfSC	1.16132958377107	1.3959573849477	0.958178673505345
164	heterogeneous	heterogeneous	correct	flu	rSC	2.29015326581227	2.69174956257065	1.92631023626429
165	heterogeneous	heterogeneous	correct	flu	alpha	0.0002506505	0.0007467605	1.9497775e-05
165	heterogeneous	heterogeneous	correct	flu	beta	0.45488789334041	0.517762041905448	0.399546808303617
165	heterogeneous	heterogeneous	correct	flu	pInf	0.365480902049796	0.404147449533539	0.329376067624174
165	heterogeneous	heterogeneous	correct	flu	rInfSC	0.965707718901797	1.15754523860217	0.789925292861641
165	heterogeneous	heterogeneous	correct	flu	rSC	2.17364842606636	2.55997930883128	1.862661821281
166	heterogeneous	heterogeneous	correct	flu	alpha	0.000105688	0.000509678625	3.76818875e-06
166	heterogeneous	heterogeneous	correct	flu	beta	0.451175353564717	0.511916332803214	0.393979526430664
166	heterogeneous	heterogeneous	correct	flu	pInf	0.363120845797702	0.400654068620035	0.325632124763141
166	heterogeneous	heterogeneous	correct	flu	rInfSC	1.10410190748725	1.3218298934128	0.919778532459326
166	heterogeneous	heterogeneous	correct	flu	rSC	2.10929746695417	2.45955950358509	1.81300777401458
167	heterogeneous	heterogeneous	correct	flu	alpha	0.0002752205	0.00081259625	1.6119975e-05
167	heterogeneous	heterogeneous	correct	flu	beta	0.489749052753691	0.558442062061679	0.42873612868933
167	heterogeneous	heterogeneous	correct	flu	pInf	0.387219848603434	0.427900040520409	0.348668224520624
167	heterogeneous	heterogeneous	correct	flu	rInfSC	0.921990454306342	1.10959282319445	0.758675098024349
167	heterogeneous	heterogeneous	correct	flu	rSC	1.91123645102972	2.23577008041977	1.63562741852395
168	heterogeneous	heterogeneous	correct	flu	alpha	0.0006788955	0.00141989125	0.00015107125
168	heterogeneous	heterogeneous	correct	flu	beta	0.459798078576233	0.520931383403642	0.400384850593355
168	heterogeneous	heterogeneous	correct	flu	pInf	0.368588871930239	0.406032916928338	0.329937877253027
168	heterogeneous	heterogeneous	correct	flu	rInfSC	1.03865133238144	1.25316318249456	0.855241277287198
168	heterogeneous	heterogeneous	correct	flu	rSC	2.08840642424008	2.42759104304283	1.79052967759598
169	heterogeneous	heterogeneous	correct	flu	alpha	0.00015541	0.000606199875	5.05793e-06
169	heterogeneous	heterogeneous	correct	flu	beta	0.49631136013328	0.564118343697262	0.435046872424636
169	heterogeneous	heterogeneous	correct	flu	pInf	0.391227935377297	0.431138533405033	0.352765670923096
169	heterogeneous	heterogeneous	correct	flu	rInfSC	1.10204313403095	1.31737676364942	0.921093617834792
169	heterogeneous	heterogeneous	correct	flu	rSC	1.63632929301035	1.92714666262251	1.39270932329502
17	heterogeneous	heterogeneous	correct	flu	alpha	0.0002571745	0.000799533625	1.60167375e-05
17	heterogeneous	heterogeneous	correct	flu	beta	0.477386633204498	0.540084108593263	0.418798241449004
17	heterogeneous	heterogeneous	correct	flu	pInf	0.379597385325522	0.417300722838799	0.342163086003382
17	heterogeneous	heterogeneous	correct	flu	rInfSC	1.02051698630295	1.2473260138101	0.851362913873556
17	heterogeneous	heterogeneous	correct	flu	rSC	1.92682689604888	2.2507473377523	1.63644386197867
170	heterogeneous	heterogeneous	correct	flu	alpha	0.0001613085	0.000654844875	6.6963275e-06
170	heterogeneous	heterogeneous	correct	flu	beta	0.519888076239413	0.585417724171639	0.457708146462842
170	heterogeneous	heterogeneous	correct	flu	pInf	0.405412907321883	0.443126804735546	0.367267884878463
170	heterogeneous	heterogeneous	correct	flu	rInfSC	0.997755083317228	1.19574382345737	0.834200047849644
170	heterogeneous	heterogeneous	correct	flu	rSC	1.73235316797462	2.02345284575378	1.48896172197988
171	heterogeneous	heterogeneous	correct	flu	alpha	0.0004276175	0.00100978375	6.18506e-05
171	heterogeneous	heterogeneous	correct	flu	beta	0.520523241937567	0.588853051774373	0.455264579767583
171	heterogeneous	heterogeneous	correct	flu	pInf	0.405790446069191	0.445036565821151	0.365719871878311
171	heterogeneous	heterogeneous	correct	flu	rInfSC	0.924581878088521	1.1207302403085	0.770911157643637
171	heterogeneous	heterogeneous	correct	flu	rSC	1.68901800748087	1.9691602563065	1.4492208506209
172	heterogeneous	heterogeneous	correct	flu	alpha	0.0001594955	0.00061914775	6.543025e-06
172	heterogeneous	heterogeneous	correct	flu	beta	0.465287926212412	0.522690005655577	0.404525726219963
172	heterogeneous	heterogeneous	correct	flu	pInf	0.37204572457888	0.407076565720832	0.332706769460243
172	heterogeneous	heterogeneous	correct	flu	rInfSC	1.10807683158954	1.32657826750536	0.93145005097082
172	heterogeneous	heterogeneous	correct	flu	rSC	1.80618220044154	2.12012919738827	1.53773201665941
173	heterogeneous	heterogeneous	correct	flu	alpha	8.030945e-05	0.00039257325	3.3651325e-06
173	heterogeneous	heterogeneous	correct	flu	beta	0.429644696446511	0.48873066446437	0.379344447778956
173	heterogeneous	heterogeneous	correct	flu	pInf	0.349259735929921	0.386595445073408	0.315690135811113
173	heterogeneous	heterogeneous	correct	flu	rInfSC	1.1347459812413	1.36455992721365	0.947693435463169
173	heterogeneous	heterogeneous	correct	flu	rSC	1.94155907196404	2.25907337074657	1.66003648213671
174	heterogeneous	heterogeneous	correct	flu	alpha	0.0001193245	0.00050525075	5.16471875e-06
174	heterogeneous	heterogeneous	correct	flu	beta	0.449494371665723	0.512017356085785	0.397375297209063
174	heterogeneous	heterogeneous	correct	flu	pInf	0.362049363991396	0.400714612024449	0.327918249330135
174	heterogeneous	heterogeneous	correct	flu	rInfSC	1.00307148604248	1.20293769364409	0.828864368884617
174	heterogeneous	heterogeneous	correct	flu	rSC	2.15620875456377	2.53628244437387	1.84502416323758
175	heterogeneous	heterogeneous	correct	flu	alpha	0.000419514	0.00106328375	3.99493625e-05
175	heterogeneous	heterogeneous	correct	flu	beta	0.545996711547367	0.617491778442475	0.482566470884551
175	heterogeneous	heterogeneous	correct	flu	pInf	0.420735860642239	0.460704579154902	0.382802638503479
175	heterogeneous	heterogeneous	correct	flu	rInfSC	1.07152195601165	1.27891178900697	0.889321692178324
175	heterogeneous	heterogeneous	correct	flu	rSC	1.57528570609429	1.83394683223992	1.35713471995388
176	heterogeneous	heterogeneous	correct	flu	alpha	0.0002966755	0.000839016375	2.7714775e-05
176	heterogeneous	heterogeneous	correct	flu	beta	0.523422801816162	0.590438944014156	0.461701427502502
176	heterogeneous	heterogeneous	correct	flu	pInf	0.407510899008109	0.44591598048293	0.369789524579963
176	heterogeneous	heterogeneous	correct	flu	rInfSC	1.08696838645294	1.3170691160935	0.910603812593934
176	heterogeneous	heterogeneous	correct	flu	rSC	1.56140701786452	1.81407419020397	1.33471022780796
177	heterogeneous	heterogeneous	correct	flu	alpha	9.602925e-05	0.00044623175	3.1792975e-06
177	heterogeneous	heterogeneous	correct	flu	beta	0.446082433184336	0.50594066540148	0.390350696571881
177	heterogeneous	heterogeneous	correct	flu	pInf	0.359868998017341	0.397061838502707	0.32318052449493
177	heterogeneous	heterogeneous	correct	flu	rInfSC	1.1295956974627	1.34855333662567	0.936027219979088
177	heterogeneous	heterogeneous	correct	flu	rSC	2.03250586785031	2.37671336384019	1.75210518190511
178	heterogeneous	heterogeneous	correct	flu	alpha	0.00083957	0.00154502625	0.0002937745
178	heterogeneous	heterogeneous	correct	flu	beta	0.446847469036776	0.51233395331285	0.389533602857738
178	heterogeneous	heterogeneous	correct	flu	pInf	0.360358534017744	0.400904099581012	0.322627266011071
178	heterogeneous	heterogeneous	correct	flu	rInfSC	1.11483839091715	1.33960738634929	0.923785060722231
178	heterogeneous	heterogeneous	correct	flu	rSC	1.92432960049691	2.28039849711896	1.64835440977119
179	heterogeneous	heterogeneous	correct	flu	alpha	0.00021859	0.000742459375	1.10457625e-05
179	heterogeneous	heterogeneous	correct	flu	beta	0.51978204612937	0.588512826538805	0.456834650408091
179	heterogeneous	heterogeneous	correct	flu	pInf	0.405349856911041	0.444847693255115	0.366714912732673
179	heterogeneous	heterogeneous	correct	flu	rInfSC	1.04844003807552	1.25496546991268	0.87580820833532
179	heterogeneous	heterogeneous	correct	flu	rSC	1.81830414067678	2.10634550481902	1.55814240079706
18	heterogeneous	heterogeneous	correct	flu	alpha	0.000322921	0.000961163875	1.96245625e-05
18	heterogeneous	heterogeneous	correct	flu	beta	0.541137531245084	0.610876576125381	0.475672919731
18	heterogeneous	heterogeneous	correct	flu	pInf	0.417914265013556	0.457125206467098	0.378533280938739
