param	prob	nSim	combination	correct_inference
alpha	0.24702486678508	225	flu	correct
beta	0.238476909413854	225	flu	correct
rSC	0.238055062166963	225	flu	correct
rInfSC	0.241918294849023	225	flu	correct
data	0.807684768941544	225	flu	correct
alpha	0.202286856127886	226	flu	correct
beta	0.246114564831261	226	flu	correct
rSC	0.246158969804618	226	flu	correct
rInfSC	0.253619005328597	226	flu	correct
data	0.811162687577988	226	flu	correct
alpha	0.257748667850799	227	flu	correct
beta	0.241385435168739	227	flu	correct
rSC	0.239831261101243	227	flu	correct
rInfSC	0.245159857904085	227	flu	correct
data	0.808623752067128	227	flu	correct
alpha	0.297979573712256	228	flu	correct
beta	0.229262877442274	228	flu	correct
rSC	0.228197158081705	228	flu	correct
rInfSC	0.243383658969805	228	flu	correct
data	0.805673999567272	228	flu	correct
alpha	0.176842806394316	229	flu	correct
beta	0.241829484902309	229	flu	correct
rSC	0.240852575488455	229	flu	correct
rInfSC	0.24718028419183	229	flu	correct
data	0.811793367453137	229	flu	correct
alpha	0.253308170515098	23	flu	correct
beta	0.241851687388988	23	flu	correct
rSC	0.237722024866785	23	flu	correct
rInfSC	0.239631438721137	23	flu	correct
data	0.80878673883173	23	flu	correct
alpha	0.232460035523979	230	flu	correct
beta	0.228841030195382	230	flu	correct
rSC	0.230039964476021	230	flu	correct
rInfSC	0.244271758436945	230	flu	correct
data	0.807147915367176	230	flu	correct
alpha	0.336545293072824	231	flu	correct
beta	0.232082593250444	231	flu	correct
rSC	0.234169626998224	231	flu	correct
rInfSC	0.238898756660746	231	flu	correct
data	0.80522890827383	231	flu	correct
alpha	0.228663410301954	232	flu	correct
beta	0.241274422735346	232	flu	correct
rSC	0.244626998223801	232	flu	correct
rInfSC	0.24895648312611	232	flu	correct
data	0.808835305310009	232	flu	correct
alpha	0.221603019538188	233	flu	correct
beta	0.239897868561279	233	flu	correct
rSC	0.231216696269982	233	flu	correct
rInfSC	0.247690941385435	233	flu	correct
data	0.809306873061183	233	flu	correct
alpha	0.291629662522202	234	flu	correct
beta	0.245115452930728	234	flu	correct
rSC	0.244626998223801	234	flu	correct
rInfSC	0.249511545293073	234	flu	correct
data	0.80764840047112	234	flu	correct
alpha	0.254573712255773	235	flu	correct
beta	0.234857904085258	235	flu	correct
rSC	0.22113676731794	235	flu	correct
rInfSC	0.237211367673179	235	flu	correct
data	0.806960824917821	235	flu	correct
alpha	0.254817939609236	236	flu	correct
beta	0.249888987566607	236	flu	correct
rSC	0.236700710479574	236	flu	correct
rInfSC	0.249067495559503	236	flu	correct
data	0.810763181265775	236	flu	correct
alpha	0.263432504440497	237	flu	correct
beta	0.241207815275311	237	flu	correct
rSC	0.240541740674956	237	flu	correct
rInfSC	0.251998223801066	237	flu	correct
data	0.80838776132582	237	flu	correct
alpha	0.253241563055062	238	flu	correct
beta	0.244182948490231	238	flu	correct
rSC	0.244427175843694	238	flu	correct
rInfSC	0.255039964476021	238	flu	correct
data	0.809801710926475	238	flu	correct
alpha	0.253818827708703	239	flu	correct
beta	0.240230905861456	239	flu	correct
rSC	0.24300621669627	239	flu	correct
rInfSC	0.244360568383659	239	flu	correct
data	0.807687452059923	239	flu	correct
alpha	0.273978685612789	24	flu	correct
beta	0.236745115452931	24	flu	correct
rSC	0.231638543516874	24	flu	correct
rInfSC	0.243539076376554	24	flu	correct
data	0.806317700328551	24	flu	correct
alpha	0.265253108348135	240	flu	correct
beta	0.24047513321492	240	flu	correct
rSC	0.23914298401421	240	flu	correct
rInfSC	0.256904973357016	240	flu	correct
data	0.808557241812364	240	flu	correct
alpha	0.228818827708703	241	flu	correct
beta	0.246758436944938	241	flu	correct
rSC	0.245359680284192	241	flu	correct
rInfSC	0.264786856127886	241	flu	correct
data	0.810792370997594	241	flu	correct
alpha	0.251998223801066	242	flu	correct
beta	0.244871225577265	242	flu	correct
rSC	0.242495559502664	242	flu	correct
rInfSC	0.24835701598579	242	flu	correct
data	0.809783915035919	242	flu	correct
alpha	0.246269982238011	243	flu	correct
beta	0.229240674955595	243	flu	correct
rSC	0.228730017761989	243	flu	correct
rInfSC	0.23585701598579	243	flu	correct
data	0.807676149978105	243	flu	correct
alpha	0.237211367673179	244	flu	correct
beta	0.242229129662522	244	flu	correct
rSC	0.244538188277087	244	flu	correct
rInfSC	0.24940053285968	244	flu	correct
data	0.808454294631864	244	flu	correct
alpha	0.215186500888099	245	flu	correct
beta	0.240874777975133	245	flu	correct
rSC	0.239786856127886	245	flu	correct
rInfSC	0.252309058614565	245	flu	correct
data	0.809482622498925	245	flu	correct
alpha	0.293738898756661	246	flu	correct
beta	0.228707815275311	246	flu	correct
rSC	0.226265541740675	246	flu	correct
rInfSC	0.242428952042629	246	flu	correct
data	0.806685157506612	246	flu	correct
alpha	0.260368561278863	247	flu	correct
beta	0.24316163410302	247	flu	correct
rSC	0.246203374777975	247	flu	correct
rInfSC	0.252775310834813	247	flu	correct
data	0.809603837728951	247	flu	correct
alpha	0.376243339253996	248	flu	correct
beta	0.23348134991119	248	flu	correct
rSC	0.2273756660746	248	flu	correct
rInfSC	0.242673179396092	248	flu	correct
data	0.804467579770545	248	flu	correct
alpha	0.372402309058615	249	flu	correct
beta	0.231150088809947	249	flu	correct
rSC	0.231327708703375	249	flu	correct
rInfSC	0.242539964476021	249	flu	correct
data	0.806106754222062	249	flu	correct
alpha	0.206527531083481	25	flu	correct
beta	0.241984902309059	25	flu	correct
rSC	0.243095026642984	25	flu	correct
rInfSC	0.258769982238011	25	flu	correct
data	0.810046303172303	25	flu	correct
alpha	0.246225577264654	250	flu	correct
beta	0.243761101243339	250	flu	correct
rSC	0.243183836589698	250	flu	correct
rInfSC	0.24806838365897	250	flu	correct
data	0.809657557695413	250	flu	correct
alpha	0.202220248667851	251	flu	correct
beta	0.254684724689165	251	flu	correct
rSC	0.248290408525755	251	flu	correct
rInfSC	0.251776198934281	251	flu	correct
data	0.812293719905479	251	flu	correct
alpha	0.258392539964476	252	flu	correct
beta	0.247291296625222	252	flu	correct
rSC	0.243627886323268	252	flu	correct
rInfSC	0.246691829484902	252	flu	correct
data	0.809482013389008	252	flu	correct
alpha	0.249977797513321	253	flu	correct
beta	0.230639431616341	253	flu	correct
rSC	0.229440497335702	253	flu	correct
rInfSC	0.244249555950266	253	flu	correct
data	0.805805034444794	253	flu	correct
alpha	0.262078152753108	254	flu	correct
beta	0.246225577264654	254	flu	correct
rSC	0.254218472468917	254	flu	correct
rInfSC	0.24835701598579	254	flu	correct
data	0.808315240254277	254	flu	correct
alpha	0.213854351687389	255	flu	correct
beta	0.249644760213144	255	flu	correct
rSC	0.243960923623446	255	flu	correct
rInfSC	0.25759325044405	255	flu	correct
data	0.811782138903905	255	flu	correct
alpha	0.23898756660746	256	flu	correct
beta	0.236678507992895	256	flu	correct
rSC	0.240852575488455	256	flu	correct
rInfSC	0.249422735346359	256	flu	correct
data	0.808306416620031	256	flu	correct
alpha	0.224600355239787	257	flu	correct
beta	0.245315275310835	257	flu	correct
rSC	0.239387211367673	257	flu	correct
rInfSC	0.25253108348135	257	flu	correct
data	0.808862300536138	257	flu	correct
alpha	0.199866785079929	258	flu	correct
beta	0.246492007104796	258	flu	correct
rSC	0.234591474245115	258	flu	correct
rInfSC	0.25164298401421	258	flu	correct
data	0.81036768520148	258	flu	correct
alpha	0.285324156305506	259	flu	correct
beta	0.238965364120782	259	flu	correct
rSC	0.231682948490231	259	flu	correct
rInfSC	0.246514209591474	259	flu	correct
data	0.805658822043682	259	flu	correct
alpha	0.366563055062167	26	flu	correct
beta	0.234214031971581	26	flu	correct
rSC	0.229662522202487	26	flu	correct
rInfSC	0.242584369449378	26	flu	correct
data	0.805880247179069	26	flu	correct
alpha	0.296669626998224	260	flu	correct
beta	0.228685612788632	260	flu	correct
rSC	0.227575488454707	260	flu	correct
rInfSC	0.239209591474245	260	flu	correct
data	0.805171507972938	260	flu	correct
alpha	0.324222912966252	261	flu	correct
beta	0.235945825932504	261	flu	correct
rSC	0.231061278863233	261	flu	correct
rInfSC	0.246092362344583	261	flu	correct
data	0.805238615594512	261	flu	correct
alpha	0.277353463587922	262	flu	correct
beta	0.231927175843694	262	flu	correct
rSC	0.237277975133215	262	flu	correct
rInfSC	0.240963587921847	262	flu	correct
data	0.806223596701922	262	flu	correct
alpha	0.205861456483126	263	flu	correct
beta	0.239942273534636	263	flu	correct
rSC	0.233015097690941	263	flu	correct
rInfSC	0.246780639431616	263	flu	correct
data	0.809704709383203	263	flu	correct
alpha	0.265386323268206	264	flu	correct
beta	0.232704262877442	264	flu	correct
rSC	0.231172291296625	264	flu	correct
rInfSC	0.240186500888099	264	flu	correct
data	0.807215147382221	264	flu	correct
alpha	0.242073712255773	265	flu	correct
beta	0.236056838365897	265	flu	correct
rSC	0.237611012433393	265	flu	correct
rInfSC	0.2398756660746	265	flu	correct
data	0.807890760006656	265	flu	correct
alpha	0.269515985790409	266	flu	correct
beta	0.236389875666075	266	flu	correct
rSC	0.234835701598579	266	flu	correct
rInfSC	0.242650976909414	266	flu	correct
data	0.807565761954655	266	flu	correct
alpha	0.298912078152753	267	flu	correct
beta	0.232970692717584	267	flu	correct
rSC	0.235013321492007	267	flu	correct
rInfSC	0.243117229129663	267	flu	correct
data	0.805332257110115	267	flu	correct
alpha	0.268339253996448	268	flu	correct
beta	0.229063055062167	268	flu	correct
rSC	0.225954706927176	268	flu	correct
rInfSC	0.245182060390764	268	flu	correct
data	0.804921403446905	268	flu	correct
alpha	0.241052397868561	269	flu	correct
beta	0.245159857904085	269	flu	correct
rSC	0.251531971580817	269	flu	correct
rInfSC	0.248246003552398	269	flu	correct
data	0.810253189718505	269	flu	correct
alpha	0.28468028419183	27	flu	correct
beta	0.244826820603908	27	flu	correct
rSC	0.242673179396092	27	flu	correct
rInfSC	0.247047069271758	27	flu	correct
data	0.807255075002572	27	flu	correct
alpha	0.266851687388988	270	flu	correct
beta	0.237766429840142	270	flu	correct
rSC	0.236256660746004	270	flu	correct
rInfSC	0.241651865008881	270	flu	correct
data	0.807685164102649	270	flu	correct
alpha	0.261722912966252	271	flu	correct
beta	0.234902309058615	271	flu	correct
rSC	0.24136323268206	271	flu	correct
rInfSC	0.251198934280639	271	flu	correct
data	0.809828768933039	271	flu	correct
alpha	0.260790408525755	272	flu	correct
beta	0.239609236234458	272	flu	correct
rSC	0.237699822380107	272	flu	correct
rInfSC	0.249622557726465	272	flu	correct
data	0.810378368235711	272	flu	correct
alpha	0.214098579040853	273	flu	correct
beta	0.239520426287744	273	flu	correct
rSC	0.231238898756661	273	flu	correct
rInfSC	0.249977797513321	273	flu	correct
data	0.809091088353666	273	flu	correct
alpha	0.204773534635879	274	flu	correct
beta	0.254729129662522	274	flu	correct
rSC	0.262899644760213	274	flu	correct
rInfSC	0.265963587921847	274	flu	correct
data	0.814440065950488	274	flu	correct
alpha	0.241607460035524	275	flu	correct
beta	0.246492007104796	275	flu	correct
rSC	0.249356127886323	275	flu	correct
rInfSC	0.253263765541741	275	flu	correct
data	0.808357719173052	275	flu	correct
alpha	0.246225577264654	276	flu	correct
beta	0.238965364120782	276	flu	correct
rSC	0.230994671403197	276	flu	correct
rInfSC	0.24984458259325	276	flu	correct
data	0.807860353857056	276	flu	correct
alpha	0.233414742451155	277	flu	correct
beta	0.252619893428064	277	flu	correct
rSC	0.253086145648313	277	flu	correct
rInfSC	0.253507992895204	277	flu	correct
data	0.811096894263922	277	flu	correct
alpha	0.234302841918295	278	flu	correct
beta	0.253596802841918	278	flu	correct
rSC	0.249622557726465	278	flu	correct
rInfSC	0.261278863232682	278	flu	correct
data	0.810669946975238	278	flu	correct
alpha	0.225355239786856	279	flu	correct
beta	0.245137655417407	279	flu	correct
rSC	0.255373001776199	279	flu	correct
rInfSC	0.254440497335702	279	flu	correct
data	0.812734949471625	279	flu	correct
alpha	0.272202486678508	28	flu	correct
beta	0.236944937833037	28	flu	correct
rSC	0.240053285968028	28	flu	correct
rInfSC	0.247557726465364	28	flu	correct
data	0.809047672365093	28	flu	correct
alpha	0.260812611012433	280	flu	correct
beta	0.234258436944938	280	flu	correct
rSC	0.236634103019538	280	flu	correct
rInfSC	0.242984014209591	280	flu	correct
data	0.808096728917444	280	flu	correct
alpha	0.26458703374778	281	flu	correct
beta	0.236634103019538	281	flu	correct
rSC	0.235546181172291	281	flu	correct
rInfSC	0.255439609236234	281	flu	correct
data	0.807179153001306	281	flu	correct
alpha	0.272491119005329	282	flu	correct
beta	0.239653641207815	282	flu	correct
rSC	0.242495559502664	282	flu	correct
rInfSC	0.259391651865009	282	flu	correct
data	0.808348572859186	282	flu	correct
alpha	0.315586145648313	283	flu	correct
beta	0.242806394316163	283	flu	correct
rSC	0.242140319715808	283	flu	correct
rInfSC	0.248556838365897	283	flu	correct
data	0.806844977188442	283	flu	correct
alpha	0.284702486678508	284	flu	correct
beta	0.226842806394316	284	flu	correct
rSC	0.225932504440497	284	flu	correct
rInfSC	0.235901420959147	284	flu	correct
data	0.80541684186328	284	flu	correct
alpha	0.19449378330373	285	flu	correct
beta	0.242473357015986	285	flu	correct
rSC	0.246358792184725	285	flu	correct
rInfSC	0.249378330373002	285	flu	correct
data	0.811862437271364	285	flu	correct
alpha	0.218783303730018	286	flu	correct
beta	0.24404973357016	286	flu	correct
rSC	0.242384547069272	286	flu	correct
rInfSC	0.249000888099467	286	flu	correct
data	0.810586081848064	286	flu	correct
alpha	0.266585257548845	287	flu	correct
beta	0.244471580817052	287	flu	correct
rSC	0.243183836589698	287	flu	correct
rInfSC	0.257859680284192	287	flu	correct
data	0.809037691986208	287	flu	correct
alpha	0.259680284191829	288	flu	correct
beta	0.238698934280639	288	flu	correct
rSC	0.236323268206039	288	flu	correct
rInfSC	0.251465364120782	288	flu	correct
data	0.808558047665604	288	flu	correct
alpha	0.250310834813499	289	flu	correct
beta	0.24509325044405	289	flu	correct
rSC	0.240230905861456	289	flu	correct
rInfSC	0.253752220248668	289	flu	correct
data	0.810027559482011	289	flu	correct
alpha	0.282571047957371	29	flu	correct
beta	0.236989342806394	29	flu	correct
rSC	0.235257548845471	29	flu	correct
rInfSC	0.246825044404973	29	flu	correct
data	0.808402274121977	29	flu	correct
alpha	0.201531971580817	290	flu	correct
beta	0.245559502664298	290	flu	correct
rSC	0.24895648312611	290	flu	correct
rInfSC	0.253241563055062	290	flu	correct
data	0.811627055922307	290	flu	correct
alpha	0.257770870337478	291	flu	correct
beta	0.233547957371226	291	flu	correct
rSC	0.229729129662522	291	flu	correct
rInfSC	0.24360568383659	291	flu	correct
data	0.806314187076276	291	flu	correct
alpha	0.250666074600355	292	flu	correct
beta	0.245737122557726	292	flu	correct
rSC	0.242140319715808	292	flu	correct
rInfSC	0.256727353463588	292	flu	correct
data	0.810386646705476	292	flu	correct
alpha	0.208392539964476	293	flu	correct
beta	0.246380994671403	293	flu	correct
rSC	0.249178507992895	293	flu	correct
rInfSC	0.261412078152753	293	flu	correct
data	0.811623887032507	293	flu	correct
alpha	0.338943161634103	294	flu	correct
beta	0.233681172291297	294	flu	correct
rSC	0.235057726465364	294	flu	correct
rInfSC	0.245492895204263	294	flu	correct
data	0.8050596511904	294	flu	correct
alpha	0.297357904085258	295	flu	correct
beta	0.232015985790409	295	flu	correct
rSC	0.228285968028419	295	flu	correct
rInfSC	0.243716696269982	295	flu	correct
data	0.805377653309544	295	flu	correct
alpha	0.293206039076377	296	flu	correct
beta	0.241474245115453	296	flu	correct
rSC	0.247402309058615	296	flu	correct
rInfSC	0.244427175843694	296	flu	correct
data	0.806542416988881	296	flu	correct
alpha	0.345293072824156	297	flu	correct
beta	0.228485790408526	297	flu	correct
rSC	0.222890763765542	297	flu	correct
rInfSC	0.239853463587922	297	flu	correct
data	0.807606296750306	297	flu	correct
alpha	0.252064831261101	298	flu	correct
beta	0.243072824156306	298	flu	correct
rSC	0.241341030195382	298	flu	correct
rInfSC	0.250177619893428	298	flu	correct
data	0.809016899433701	298	flu	correct
alpha	0.220515097690941	299	flu	correct
beta	0.243472468916519	299	flu	correct
rSC	0.238765541740675	299	flu	correct
rInfSC	0.248001776198934	299	flu	correct
data	0.810844063467595	299	flu	correct
alpha	0.34003108348135	3	flu	correct
beta	0.231904973357016	3	flu	correct
rSC	0.232104795737123	3	flu	correct
rInfSC	0.239120781527531	3	flu	correct
data	0.804326382619737	3	flu	correct
alpha	0.264986678507993	30	flu	correct
beta	0.239054174067496	30	flu	correct
rSC	0.243516873889876	30	flu	correct
rInfSC	0.24582593250444	30	flu	correct
data	0.808649463567506	30	flu	correct
alpha	0.294293960923623	300	flu	correct
beta	0.244693605683837	300	flu	correct
rSC	0.243072824156306	300	flu	correct
rInfSC	0.251842806394316	300	flu	correct
data	0.807920643482053	300	flu	correct
alpha	0.254351687388988	301	flu	correct
beta	0.237277975133215	301	flu	correct
rSC	0.231594138543517	301	flu	correct
rInfSC	0.241807282415631	301	flu	correct
data	0.807770021714686	301	flu	correct
alpha	0.237966252220249	302	flu	correct
beta	0.241563055062167	302	flu	correct
rSC	0.242650976909414	302	flu	correct
rInfSC	0.242584369449378	302	flu	correct
data	0.80788456281932	302	flu	correct
alpha	0.253530195381883	303	flu	correct
beta	0.24613676731794	303	flu	correct
rSC	0.242761989342806	303	flu	correct
rInfSC	0.252331261101243	303	flu	correct
data	0.809808696997882	303	flu	correct
alpha	0.288920959147424	304	flu	correct
beta	0.239476021314387	304	flu	correct
rSC	0.234413854351687	304	flu	correct
